,Unnamed: 0,date,audience,creative_family,creative_version,platform,clicks,spend,impressions,reach,concatenated,total_sessions,completions
7005,7005,25/05/2022,5,UnfairAdvantage,NoDTI,LinkedIn,2,2.321535024,26,26,44706_5_UnfairAdvantage_NoDTI_LinkedIn,1,0
8674,8674,02/06/2022,5,CloseFaster,3steps,LinkedIn,1,3.757103675,26,26,44714_5_CloseFaster_3steps_LinkedIn,1,0
9252,9252,06/06/2022,1,CloseFaster,NoDTI,LinkedIn,1,6.52645679,26,25,44718_1_CloseFaster_NoDTI_LinkedIn,1,0
12076,12076,21/06/2022,2,CloserTwins,Cutdown1A,Facebook,0,0.91,26,20,44733_2_CloserTwins_Cutdown1A_Facebook,1,0
12418,12418,23/06/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,8.226944426,26,26,44735_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
21758,21758,08/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,8.711482886,26,0,44812_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
21863,21863,09/09/2022,1,UnfairAdvantage,1099,LinkedIn,1,8.059419371,26,0,44813_1_UnfairAdvantage_1099_LinkedIn,2,0
22943,22943,19/09/2022,1,CloseFaster,3steps,LinkedIn,0,5.465520018,26,0,44823_1_CloseFaster_3steps_LinkedIn,1,0
25020,25020,09/10/2022,1,CloseFaster,3steps,LinkedIn,1,4.33389698,26,0,44843_1_CloseFaster_3steps_LinkedIn,1,0
26073,26073,20/10/2022,1,UnfairAdvantage,NoDTI,LinkedIn,2,5.202501635,26,0,44854_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
628,628,25/04/2022,1,CloserTwins,CloseMore,Domain Display,1,0.155032,26,12,44676_1_CloserTwins_CloseMore_Domain Display,,
634,634,25/04/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.097386081,26,26,44676_1_CloserTwins_EarlyBird_LinkedIn,,
677,677,25/04/2022,3,CloseFaster,MoreAll,Domain Display,0,0.127981,26,7,44676_3_CloseFaster_MoreAll_Domain Display,,
751,751,26/04/2022,1,CloseFaster,NoDTI,LinkedIn,0,5.853616423,26,26,44677_1_CloseFaster_NoDTI_LinkedIn,,
1242,1242,29/04/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.550469985,26,24,44680_1_CloserTwins_EarlyBird_LinkedIn,,
1415,1415,30/04/2022,1,CloserTwins,EarlyBird,Instagram,0,0.65,26,26,44681_1_CloserTwins_EarlyBird_Instagram,,
1877,1877,02/05/2022,3,CloserTwins,Faceoff2,Facebook,0,1.07,26,19,44683_3_CloserTwins_Faceoff2_Facebook,,
1970,1970,03/05/2022,1,CloserTwins,Cutdown1A,Facebook,0,0.47,26,22,44684_1_CloserTwins_Cutdown1A_Facebook,,
1978,1978,03/05/2022,1,CloserTwins,EarlyBird,Instagram,0,0.53,26,25,44684_1_CloserTwins_EarlyBird_Instagram,,
2400,2400,05/05/2022,1,CloserTwins,Cutdown1A,Facebook,0,0.52,26,24,44686_1_CloserTwins_Cutdown1A_Facebook,,
2548,2548,05/05/2022,3,UnfairAdvantage,one_page,Facebook,1,0.56,26,23,44686_3_UnfairAdvantage_one_page_Facebook,,
2686,2686,06/05/2022,2,CloserTwins,Faster,Domain Display,0,0.152127,26,5,44687_2_CloserTwins_Faster_Domain Display,,
2976,2976,07/05/2022,3,UnfairAdvantage,All,LinkedIn,0,5.19,26,25,44688_3_UnfairAdvantage_All_LinkedIn,,
3562,3562,10/05/2022,2,CloserTwins,MoreLoans,Facebook,0,0.16,26,15,44691_2_CloserTwins_MoreLoans_Facebook,,
3784,3784,11/05/2022,2,CloserTwins,MoreLoans,Facebook,0,0.45,26,18,44692_2_CloserTwins_MoreLoans_Facebook,,
3972,3972,12/05/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.42,26,22,44693_1_UnfairAdvantage_NoDTI_Instagram,,
4191,4191,13/05/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.5,26,25,44694_1_UnfairAdvantage_NoDTI_Instagram,,
4499,4499,14/05/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,0.256808,26,2,44695_3_CloserTwins_MoreLoansAll_Domain Display,,
5087,5087,17/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,0.88,26,20,44698_2_CloserTwins_Cutdown1A_Facebook,,
5122,5122,17/05/2022,2,UnfairAdvantage,All,Instagram,2,0.97,26,22,44698_2_UnfairAdvantage_All_Instagram,,
5264,5264,18/05/2022,1,CloserTwins,Faceoff1,Instagram,0,0.48,26,22,44699_1_CloserTwins_Faceoff1_Instagram,,
5401,5401,18/05/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.48,26,23,44699_3_UnfairAdvantage_NoDTI_Instagram,,
5985,5985,21/05/2022,2,CloserTwins,MoreLoans,Facebook,0,0.74,26,17,44702_2_CloserTwins_MoreLoans_Facebook,,
6012,6012,21/05/2022,2,UnfairAdvantage,one_page,Instagram,0,1.33,26,23,44702_2_UnfairAdvantage_one_page_Instagram,,
6066,6066,21/05/2022,3,UnfairAdvantage,one_page,Facebook,0,0.51,26,24,44702_3_UnfairAdvantage_one_page_Facebook,,
6613,6613,24/05/2022,1,UnfairAdvantage,All,Instagram,0,0.49,26,25,44705_1_UnfairAdvantage_All_Instagram,,
6633,6633,24/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,0.76,26,24,44705_2_CloserTwins_Cutdown1A_Facebook,,
6811,6811,25/05/2022,1,CloserTwins,Faceoff1,Instagram,0,1.16,26,25,44706_1_CloserTwins_Faceoff1_Instagram,,
7064,7064,26/05/2022,1,UnfairAdvantage,one_page,Instagram,0,0.51,26,23,44707_1_UnfairAdvantage_one_page_Instagram,,
8035,8035,30/05/2022,3,UnfairAdvantage,1099,Facebook,0,0.65,26,21,44711_3_UnfairAdvantage_1099_Facebook,,
8195,8195,31/05/2022,2,CloserTwins,Paperwork,LinkedIn,0,4.122940031,26,18,44712_2_CloserTwins_Paperwork_LinkedIn,,
8521,8521,02/06/2022,1,CloserTwins,Cutdown1A,Instagram,0,0.43,26,25,44714_1_CloserTwins_Cutdown1A_Instagram,,
8643,8643,02/06/2022,3,UnfairAdvantage,All,Instagram,0,0.54,26,24,44714_3_UnfairAdvantage_All_Instagram,,
8780,8780,03/06/2022,2,UnfairAdvantage,All,Instagram,0,0.7,26,25,44715_2_UnfairAdvantage_All_Instagram,,
9187,9187,05/06/2022,3,CloserTwins,ShapeUp,Facebook,0,0.53,26,18,44717_3_CloserTwins_ShapeUp_Facebook,,
9198,9198,05/06/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.94,26,24,44717_3_UnfairAdvantage_NoDTI_Instagram,,
9382,9382,06/06/2022,3,UnfairAdvantage,NoDTI,Instagram,1,0.74,26,23,44718_3_UnfairAdvantage_NoDTI_Instagram,,
9464,9464,07/06/2022,1,UnfairAdvantage,1099,Facebook,0,0.4,26,24,44719_1_UnfairAdvantage_1099_Facebook,,
10109,10109,10/06/2022,3,CloserTwins,Paperwork,Instagram,0,0.96,26,26,44722_3_CloserTwins_Paperwork_Instagram,,
10190,10190,11/06/2022,1,CloserTwins,Faceoff1,Instagram,0,0.54,26,25,44723_1_CloserTwins_Faceoff1_Instagram,,
10200,10200,11/06/2022,1,CloserTwins,Paperwork,Instagram,0,0.77,26,25,44723_1_CloserTwins_Paperwork_Instagram,,
10950,10950,15/06/2022,1,UnfairAdvantage,1099,Facebook,0,0.42,26,21,44727_1_UnfairAdvantage_1099_Facebook,,
11141,11141,16/06/2022,1,UnfairAdvantage,1099,LinkedIn,0,16.77400215,26,23,44728_1_UnfairAdvantage_1099_LinkedIn,,
11148,11148,16/06/2022,1,UnfairAdvantage,NoDTI,Instagram,1,0.51,26,22,44728_1_UnfairAdvantage_NoDTI_Instagram,,
11842,11842,20/06/2022,1,CloseFaster,3steps,LinkedIn,0,10.74474555,26,25,44732_1_CloseFaster_3steps_LinkedIn,,
12281,12281,22/06/2022,2,UnfairAdvantage,All,Facebook,0,0.29,26,19,44734_2_UnfairAdvantage_All_Facebook,,
12814,12814,25/06/2022,2,CloserTwins,Cutdown1A,Facebook,0,0.99,26,19,44737_2_CloserTwins_Cutdown1A_Facebook,,
13152,13152,27/06/2022,1,CloserTwins,EarlyBird,LinkedIn,0,7.050158704,26,26,44739_1_CloserTwins_EarlyBird_LinkedIn,,
13356,13356,28/06/2022,2,CloserTwins,MoreLoansAll,Domain Display,0,0.256197,26,1,44740_2_CloserTwins_MoreLoansAll_Domain Display,,
13379,13379,28/06/2022,3,UnfairAdvantage,All,LinkedIn,0,10.65,26,24,44740_3_UnfairAdvantage_All_LinkedIn,,
13665,13665,01/07/2022,1,UnfairAdvantage,one_page,LinkedIn,1,5.758159708,26,26,44743_1_UnfairAdvantage_one_page_LinkedIn,,
14011,14011,04/07/2022,3,CloseFaster,FasterAll,Domain Display,0,0.256139,26,1,44746_3_CloseFaster_FasterAll_Domain Display,,
14421,14421,08/07/2022,1,UnfairAdvantage,one_page,LinkedIn,0,4.346376503,26,25,44750_1_UnfairAdvantage_one_page_LinkedIn,,
14513,14513,09/07/2022,1,CloseFaster,NoDTI,LinkedIn,0,3.737398924,26,26,44751_1_CloseFaster_NoDTI_LinkedIn,,
14847,14847,12/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,5.759515056,26,26,44754_1_UnfairAdvantage_1099_LinkedIn,,
14853,14853,12/07/2022,1,UnfairAdvantage,one_page,LinkedIn,1,4.582295042,26,26,44754_1_UnfairAdvantage_one_page_LinkedIn,,
14976,14976,13/07/2022,2,UnfairAdvantage,All,LinkedIn,0,6.21,26,22,44755_2_UnfairAdvantage_All_LinkedIn,,
15598,15598,19/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,4.167858671,26,24,44761_1_CloserTwins_EarlyBird_LinkedIn,,
15914,15914,22/07/2022,1,CloseFaster,3steps,LinkedIn,0,4.382386581,26,25,44764_1_CloseFaster_3steps_LinkedIn,,
16359,16359,26/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,4.355076872,26,24,44768_1_UnfairAdvantage_1099_LinkedIn,,
17188,17188,03/08/2022,1,UnfairAdvantage,one_page,LinkedIn,0,7.185228606,26,0,44776_1_UnfairAdvantage_one_page_LinkedIn,,
17495,17495,06/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,3.877784751,26,0,44779_1_UnfairAdvantage_NoDTI_LinkedIn,,
17832,17832,09/08/2022,1,UnfairAdvantage,one_page,LinkedIn,0,6.894518876,26,0,44782_1_UnfairAdvantage_one_page_LinkedIn,,
18006,18006,10/08/2022,1,UnfairAdvantage,1099,LinkedIn,0,4.57319252,26,0,44783_1_UnfairAdvantage_1099_LinkedIn,,
18533,18533,13/08/2022,1,CloserTwins,EarlyBird,LinkedIn,0,6.074526644,26,0,44786_1_CloserTwins_EarlyBird_LinkedIn,,
18576,18576,13/08/2022,2,CloserTwins,Cutdown1B,Facebook,0,1.47,26,21,44786_2_CloserTwins_Cutdown1B_Facebook,,
18925,18925,15/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,6.860219073,26,0,44788_1_UnfairAdvantage_NoDTI_LinkedIn,,
19130,19130,16/08/2022,2,UnfairAdvantage,1099,Facebook,0,0.53,26,24,44789_2_UnfairAdvantage_1099_Facebook,,
19140,19140,16/08/2022,2,UnfairAdvantage,one_page,Facebook,0,0.36,26,16,44789_2_UnfairAdvantage_one_page_Facebook,,
19358,19358,18/08/2022,2,CloserTwins,MoreLoansAll,Domain Display,0,0,26,2,44791_2_CloserTwins_MoreLoansAll_Domain Display,,
19451,19451,19/08/2022,2,CloseFaster,FasterAll,Domain Display,0,0,26,0,44792_2_CloseFaster_FasterAll_Domain Display,,
20049,20049,24/08/2022,3,UnfairAdvantage,All,LinkedIn,0,20.14,26,0,44797_3_UnfairAdvantage_All_LinkedIn,,
20128,20128,25/08/2022,1,UnfairAdvantage,one_page,LinkedIn,0,8.932278254,26,0,44798_1_UnfairAdvantage_one_page_LinkedIn,,
20236,20236,26/08/2022,1,CloserTwins,EarlyBird,LinkedIn,0,6.169950821,26,0,44799_1_CloserTwins_EarlyBird_LinkedIn,,
20763,20763,30/08/2022,3,UnfairAdvantage,All,LinkedIn,0,5.21,26,0,44803_3_UnfairAdvantage_All_LinkedIn,,
21444,21444,05/09/2022,3,CloseFaster,FasterAll,Domain Display,0,0.257792,26,7,44809_3_CloseFaster_FasterAll_Domain Display,,
22071,22071,11/09/2022,1,CloseFaster,3steps,LinkedIn,0,4.578405936,26,0,44815_1_CloseFaster_3steps_LinkedIn,,
22076,22076,11/09/2022,1,CloseFaster,NoDTI,LinkedIn,0,7.786656072,26,0,44815_1_CloseFaster_NoDTI_LinkedIn,,
23071,23071,20/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,12.14124683,26,0,44824_1_UnfairAdvantage_NoDTI_LinkedIn,,
23385,23385,23/09/2022,1,UnfairAdvantage,one_page,LinkedIn,1,7.294123603,26,0,44827_1_UnfairAdvantage_one_page_LinkedIn,,
23690,23690,26/09/2022,1,UnfairAdvantage,1099,LinkedIn,0,9.434757883,26,0,44830_1_UnfairAdvantage_1099_LinkedIn,,
23904,23904,28/09/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,5.336894383,26,0,44832_1_UnfairAdvantage_NoDTI_LinkedIn,,
24122,24122,30/09/2022,1,UnfairAdvantage,one_page,LinkedIn,0,10.28598031,26,0,44834_1_UnfairAdvantage_one_page_LinkedIn,,
24895,24895,07/10/2022,3,UnfairAdvantage,All,LinkedIn,0,9.85,26,0,44841_3_UnfairAdvantage_All_LinkedIn,,
25314,25314,12/10/2022,1,UnfairAdvantage,one_page,LinkedIn,0,7.276621899,26,0,44846_1_UnfairAdvantage_one_page_LinkedIn,,
26641,26641,29/10/2022,6,CloserTwins,Digital,Trade Media,0,0,26,0,44863_6_CloserTwins_Digital_Trade Media,,
654,654,25/04/2022,2,CloserTwins,Competitors,Domain Display,0,0.140482,25,9,44676_2_CloserTwins_Competitors_Domain Display,1,0
1102,1102,28/04/2022,1,UnfairAdvantage,NoDTI,LinkedIn,2,4.296417117,25,25,44679_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
2605,2605,05/05/2022,6,SEM Ads,We Are America's CDFI,Google SEM,3,3.45,25,0,44686_6_SEM Ads_We Are America's CDFI_Google SEM,5,0
11858,11858,20/06/2022,1,CloserTwins,EarlyBird,LinkedIn,1,5.270193394,25,25,44732_1_CloserTwins_EarlyBird_LinkedIn,2,0
16676,16676,29/07/2022,1,UnfairAdvantage,one_page,LinkedIn,1,5.418707085,25,22,44771_1_UnfairAdvantage_one_page_LinkedIn,2,0
17375,17375,05/08/2022,1,CloseFaster,3steps,LinkedIn,1,7.573872443,25,0,44778_1_CloseFaster_3steps_LinkedIn,1,0
20584,20584,29/08/2022,1,CloseFaster,3steps,LinkedIn,1,8.671240739,25,0,44802_1_CloseFaster_3steps_LinkedIn,1,0
21329,21329,04/09/2022,2,UnfairAdvantage,All,LinkedIn,1,5.82,25,0,44808_2_UnfairAdvantage_All_LinkedIn,1,0
21754,21754,08/09/2022,1,UnfairAdvantage,1099,LinkedIn,0,8.598531828,25,0,44812_1_UnfairAdvantage_1099_LinkedIn,1,0
23281,23281,22/09/2022,1,UnfairAdvantage,one_page,LinkedIn,1,7.7123868,25,0,44826_1_UnfairAdvantage_one_page_LinkedIn,1,0
26646,26646,30/10/2022,1,UnfairAdvantage,NoDTI,LinkedIn,1,10.21892172,25,0,44864_1_UnfairAdvantage_NoDTI_LinkedIn,1,0
293,293,21/04/2022,3,CloseFaster,NoDTI,LinkedIn,0,5.080337558,25,24,44672_3_CloseFaster_NoDTI_LinkedIn,,
646,646,25/04/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,2.880566954,25,22,44676_1_UnfairAdvantage_NoDTI_LinkedIn,,
1094,1094,28/04/2022,1,UnfairAdvantage,1099,Instagram,3,0.48,25,22,44679_1_UnfairAdvantage_1099_Instagram,,
1137,1137,28/04/2022,3,CloseFaster,MoreAll,Domain Display,0,0.121169,25,9,44679_3_CloseFaster_MoreAll_Domain Display,,
1618,1618,01/05/2022,1,UnfairAdvantage,All,LinkedIn,0,4.32,25,25,44682_1_UnfairAdvantage_All_LinkedIn,,
1824,1824,02/05/2022,2,CloserTwins,Faceoff2,Facebook,0,1,25,19,44683_2_CloserTwins_Faceoff2_Facebook,,
1994,1994,03/05/2022,1,CloserTwins,Paperwork,Facebook,0,0.44,25,24,44684_1_CloserTwins_Paperwork_Facebook,,
2005,2005,03/05/2022,1,UnfairAdvantage,All,Instagram,1,0.46,25,24,44684_1_UnfairAdvantage_All_Instagram,,
2098,2098,03/05/2022,3,CloserTwins,Namaste,Facebook,0,0.42,25,21,44684_3_CloserTwins_Namaste_Facebook,,
2113,2113,03/05/2022,3,UnfairAdvantage,All,LinkedIn,0,3.7,25,22,44684_3_UnfairAdvantage_All_LinkedIn,,
2660,2660,06/05/2022,1,UnfairAdvantage,one_page,LinkedIn,0,4.679849925,25,25,44687_1_UnfairAdvantage_one_page_LinkedIn,,
3120,3120,08/05/2022,2,CloserTwins,Faster,Domain Display,0,0.148672,25,2,44689_2_CloserTwins_Faster_Domain Display,,
3195,3195,08/05/2022,3,UnfairAdvantage,All,LinkedIn,0,4.84,25,24,44689_3_UnfairAdvantage_All_LinkedIn,,
3298,3298,09/05/2022,1,CloserTwins,ShapeUp,Instagram,0,0.44,25,25,44690_1_CloserTwins_ShapeUp_Instagram,,
3325,3325,09/05/2022,2,CloserTwins,Cutdown1A,Facebook,0,1.1,25,22,44690_2_CloserTwins_Cutdown1A_Facebook,,
3380,3380,09/05/2022,3,CloserTwins,Cutdown1A,Facebook,0,0.67,25,19,44690_3_CloserTwins_Cutdown1A_Facebook,,
3408,3408,09/05/2022,3,CloserTwins,ShapeUp,Instagram,1,0.81,25,24,44690_3_CloserTwins_ShapeUp_Instagram,,
3415,3415,09/05/2022,3,UnfairAdvantage,All,LinkedIn,0,4.21,25,23,44690_3_UnfairAdvantage_All_LinkedIn,,
3419,3419,09/05/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.46,25,22,44690_3_UnfairAdvantage_NoDTI_Instagram,,
3756,3756,11/05/2022,1,UnfairAdvantage,one_page,Instagram,1,0.46,25,21,44692_1_UnfairAdvantage_one_page_Instagram,,
3842,3842,11/05/2022,3,CloserTwins,MoreLoansAll,Domain Display,0,0.246952,25,5,44692_3_CloserTwins_MoreLoansAll_Domain Display,,
4020,4020,12/05/2022,2,UnfairAdvantage,1099,LinkedIn,0,4.857062004,25,24,44693_2_UnfairAdvantage_1099_LinkedIn,,
4283,4283,13/05/2022,3,CloserTwins,Paperwork,Instagram,0,0.61,25,22,44694_3_CloserTwins_Paperwork_Instagram,,
4405,4405,14/05/2022,1,UnfairAdvantage,All,LinkedIn,0,5.65,25,25,44695_1_UnfairAdvantage_All_LinkedIn,,
4457,4457,14/05/2022,2,UnfairAdvantage,1099,LinkedIn,0,8.321868802,25,23,44695_2_UnfairAdvantage_1099_LinkedIn,,
4956,4956,16/05/2022,3,UnfairAdvantage,All,LinkedIn,0,6.72,25,23,44697_3_UnfairAdvantage_All_LinkedIn,,
5135,5135,17/05/2022,3,CloseFaster,NoDTI,Facebook,0,0.44,25,21,44698_3_CloseFaster_NoDTI_Facebook,,
5624,5624,19/05/2022,3,UnfairAdvantage,one_page,Instagram,0,0.5,25,23,44700_3_UnfairAdvantage_one_page_Instagram,,
5707,5707,20/05/2022,1,CloserTwins,Faceoff2,Instagram,0,0.79,25,22,44701_1_CloserTwins_Faceoff2_Instagram,,
5999,5999,21/05/2022,2,UnfairAdvantage,1099,Facebook,0,0.36,25,16,44702_2_UnfairAdvantage_1099_Facebook,,
6023,6023,21/05/2022,3,CloserTwins,Cutdown1A,Facebook,1,0.92,25,23,44702_3_CloserTwins_Cutdown1A_Facebook,,
6160,6160,22/05/2022,1,CloserTwins,Paperwork,Instagram,0,0.92,25,25,44703_1_CloserTwins_Paperwork_Instagram,,
6207,6207,22/05/2022,2,CloserTwins,MoreLoans,Facebook,0,0.52,25,19,44703_2_CloserTwins_MoreLoans_Facebook,,
6502,6502,23/05/2022,3,UnfairAdvantage,All,Instagram,0,0.58,25,23,44704_3_UnfairAdvantage_All_Instagram,,
6624,6624,24/05/2022,2,CloseFaster,3steps,LinkedIn,0,5.597619442,25,25,44705_2_CloseFaster_3steps_LinkedIn,,
6728,6728,24/05/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.74,25,23,44705_3_UnfairAdvantage_NoDTI_Instagram,,
7495,7495,28/05/2022,1,UnfairAdvantage,All,Instagram,0,0.69,25,24,44709_1_UnfairAdvantage_All_Instagram,,
7982,7982,30/05/2022,2,UnfairAdvantage,1099,Facebook,0,0.44,25,16,44711_2_UnfairAdvantage_1099_Facebook,,
8204,8204,31/05/2022,2,UnfairAdvantage,All,Instagram,0,0.59,25,24,44712_2_UnfairAdvantage_All_Instagram,,
8377,8377,01/06/2022,2,CloseFaster,NoDTI,Facebook,0,1,25,21,44713_2_CloseFaster_NoDTI_Facebook,,
8516,8516,02/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.27473265,25,25,44714_1_CloseFaster_NoDTI_LinkedIn,,
8789,8789,03/06/2022,2,UnfairAdvantage,one_page,Instagram,0,0.91,25,22,44715_2_UnfairAdvantage_one_page_Instagram,,
9283,9283,06/06/2022,1,UnfairAdvantage,All,Instagram,0,0.36,25,23,44718_1_UnfairAdvantage_All_Instagram,,
9596,9596,07/06/2022,5,CloseFaster,NoDTI,LinkedIn,0,2.507372076,25,25,44719_5_CloseFaster_NoDTI_LinkedIn,,
9697,9697,08/06/2022,2,UnfairAdvantage,1099,Facebook,0,0.54,25,19,44720_2_UnfairAdvantage_1099_Facebook,,
9992,9992,10/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,8.547278764,25,21,44722_1_CloseFaster_NoDTI_LinkedIn,,
10222,10222,11/06/2022,2,CloseFaster,NoDTI,Facebook,0,0.78,25,20,44723_2_CloseFaster_NoDTI_Facebook,,
10252,10252,11/06/2022,2,UnfairAdvantage,1099,Facebook,0,0.51,25,18,44723_2_UnfairAdvantage_1099_Facebook,,
10279,10279,11/06/2022,3,CloserTwins,Cutdown1B,Facebook,0,0.91,25,23,44723_3_CloserTwins_Cutdown1B_Facebook,,
10378,10378,12/06/2022,1,CloserTwins,Faceoff2,Instagram,0,0.6,25,23,44724_1_CloserTwins_Faceoff2_Instagram,,
10408,10408,12/06/2022,2,CloseFaster,NoDTI,Facebook,0,0.79,25,19,44724_2_CloseFaster_NoDTI_Facebook,,
10560,10560,13/06/2022,1,CloserTwins,EarlyBird,LinkedIn,0,4.732605312,25,22,44725_1_CloserTwins_EarlyBird_LinkedIn,,
10730,10730,14/06/2022,1,CloseFaster,3steps,LinkedIn,0,9.241747296,25,25,44726_1_CloseFaster_3steps_LinkedIn,,
10765,10765,14/06/2022,1,UnfairAdvantage,1099,LinkedIn,0,6.392692299,25,23,44726_1_UnfairAdvantage_1099_LinkedIn,,
10958,10958,15/06/2022,1,UnfairAdvantage,NoDTI,Instagram,0,0.28,25,24,44727_1_UnfairAdvantage_NoDTI_Instagram,,
11320,11320,17/06/2022,1,CloserTwins,MoreLoans,Instagram,0,0.48,25,24,44729_1_CloserTwins_MoreLoans_Instagram,,
11492,11492,18/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,7.052606524,25,25,44730_1_CloseFaster_NoDTI_LinkedIn,,
11847,11847,20/06/2022,1,CloseFaster,NoDTI,LinkedIn,0,10.33684041,25,25,44732_1_CloseFaster_NoDTI_LinkedIn,,
12118,12118,21/06/2022,3,CloseFaster,NoDTI,Facebook,0,0.58,25,19,44733_3_CloseFaster_NoDTI_Facebook,,
12244,12244,22/06/2022,1,UnfairAdvantage,one_page,LinkedIn,0,7.238169353,25,25,44734_1_UnfairAdvantage_one_page_LinkedIn,,
12856,12856,25/06/2022,3,CloseFaster,NoDTI,Facebook,0,0.72,25,22,44737_3_CloseFaster_NoDTI_Facebook,,
12895,12895,25/06/2022,3,UnfairAdvantage,NoDTI,Instagram,0,0.4,25,22,44737_3_UnfairAdvantage_NoDTI_Instagram,,
14086,14086,05/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.459400934,25,25,44747_1_CloserTwins_EarlyBird_LinkedIn,,
14194,14194,06/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,10.51530334,25,23,44748_1_CloserTwins_EarlyBird_LinkedIn,,
14529,14529,09/07/2022,1,UnfairAdvantage,one_page,LinkedIn,0,5.847989357,25,25,44751_1_UnfairAdvantage_one_page_LinkedIn,,
15490,15490,18/07/2022,1,CloserTwins,EarlyBird,LinkedIn,0,4.933608518,25,25,44760_1_CloserTwins_EarlyBird_LinkedIn,,
15624,15624,19/07/2022,2,UnfairAdvantage,All,LinkedIn,0,7.32,25,23,44761_2_UnfairAdvantage_All_LinkedIn,,
15732,15732,20/07/2022,2,UnfairAdvantage,All,LinkedIn,0,6.2,25,24,44762_2_UnfairAdvantage_All_LinkedIn,,
16463,16463,27/07/2022,1,UnfairAdvantage,1099,LinkedIn,0,7.033003809,25,24,44769_1_UnfairAdvantage_1099_LinkedIn,,
16678,16678,29/07/2022,2,CloseFaster,FasterAll,Domain Display,0,0.247656,25,1,44771_2_CloseFaster_FasterAll_Domain Display,,
16883,16883,31/07/2022,2,CloseFaster,MoreAll,Domain Display,0,0.245854,25,1,44773_2_CloseFaster_MoreAll_Domain Display,,
17702,17702,08/08/2022,1,UnfairAdvantage,one_page,LinkedIn,0,4.258261691,25,0,44781_1_UnfairAdvantage_one_page_LinkedIn,,
18072,18072,10/08/2022,3,CloserTwins,Cutdown1A,Facebook,0,0.93,25,23,44783_3_CloserTwins_Cutdown1A_Facebook,,
18464,18464,12/08/2022,3,UnfairAdvantage,All,LinkedIn,0,10.15,25,0,44785_3_UnfairAdvantage_All_LinkedIn,,
18602,18602,13/08/2022,2,UnfairAdvantage,NoDTI,Facebook,0,0.57,25,22,44786_2_UnfairAdvantage_NoDTI_Facebook,,
18772,18772,14/08/2022,2,CloserTwins,MoreLoansAll,Domain Display,0,0.244557,25,3,44787_2_CloserTwins_MoreLoansAll_Domain Display,,
18889,18889,15/08/2022,1,CloseFaster,NoDTI,LinkedIn,0,5.906167597,25,0,44788_1_CloseFaster_NoDTI_LinkedIn,,
19233,19233,17/08/2022,1,CloserTwins,EarlyBird,LinkedIn,0,5.419673484,25,0,44790_1_CloserTwins_EarlyBird_LinkedIn,,
19260,19260,17/08/2022,2,UnfairAdvantage,Animated,Domain Display,0,0,25,2,44790_2_UnfairAdvantage_Animated_Domain Display,,
19541,19541,20/08/2022,1,CloseFaster,NoDTI,LinkedIn,0,6.905637435,25,0,44793_1_CloseFaster_NoDTI_LinkedIn,,
19565,19565,20/08/2022,2,CloserTwins,Cutdown1B,Domain Display,0,0,25,5,44793_2_CloserTwins_Cutdown1B_Domain Display,,
20000,20000,24/08/2022,1,UnfairAdvantage,1099,LinkedIn,0,11.08445774,25,0,44797_1_UnfairAdvantage_1099_LinkedIn,,
20482,20482,28/08/2022,1,UnfairAdvantage,All,LinkedIn,1,7.041541326,25,0,44801_1_UnfairAdvantage_All_LinkedIn,,
20604,20604,29/08/2022,1,UnfairAdvantage,NoDTI,LinkedIn,0,7.817312551,25,0,44802_1_UnfairAdvantage_NoDTI_LinkedIn,,
20829,20829,31/08/2022,1,CloserTwins,EarlyBird,LinkedIn,0,8.183487005,25,0,44804_1_CloserTwins_EarlyBird_LinkedIn,,
